FeatureID	Barcode001	Barcode002	Barcode003	Barcode004	Barcode005	Barcode006	Barcode007	Barcode008	Barcode009	Barcode010	Barcode011	Barcode012	Barcode013	Barcode014	Barcode015	Barcode016	Barcode017	Barcode018	Barcode019	Barcode020	Barcode021	Barcode022	Barcode023	Barcode024
OTU_2409	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2410	0	0	0	0	0	0	37	0	0	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_2411	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2412	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2413	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_2414	0	0	0	0	0	0	0	1	45	0	0	28	0	0	0	0	0	0	0	0	0	0	5	0
OTU_2415	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2416	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2417	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_2418	0	0	0	0	0	0	25	0	0	23	0	0	4	0	0	5	0	0	23	20	8	0	0	0
OTU_2419	0	0	0	0	0	0	0	0	0	35	3	0	0	0	0	0	0	0	11	0	0	0	0	0
OTU_2420	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5	11	3	0	0	0	0
OTU_2421	0	0	0	0	0	0	4	0	0	7	1	0	2	1	1	5	0	51	11	8	4	11	0	0
OTU_2422	0	0	0	0	0	0	0	0	0	3	5	0	3	0	8	13	0	0	3	0	0	3	0	0
OTU_2423	0	1	0	0	0	0	2	0	0	3	47	0	13	9	4	0	0	32	53	1	31	5	0	0
OTU_2424	0	0	0	0	0	0	1	0	0	60	1	0	9	0	0	159	0	0	14	0	5	0	0	0
OTU_2425	0	0	0	0	0	0	0	0	0	2	0	0	7	3	0	3	0	0	0	4	2	3	4	0
OTU_2426	0	0	2	0	0	0	2	0	0	31	701	0	29	1	144	0	0	0	12	0	0	3	0	0
OTU_2427	0	0	0	0	0	9	0	0	8	6	23	71	35	31	0	5	0	24	0	1	0	0	0	0
OTU_2428	0	0	0	0	0	0	3	0	0	0	27	5	1	8	0	2	0	0	0	5	0	5	0	0
OTU_2429	0	0	0	0	0	0	0	0	0	2	24	0	3	1	0	6	0	9	1	8	0	0	0	0
OTU_2430	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	11	0	0	3	10	0	0	0	0
OTU_2431	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2432	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2433	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	30	0	0	0	0	0	0	0	0
OTU_2434	0	0	0	0	0	0	0	0	0	0	0	5	22	0	0	0	1	0	3	0	0	0	0	0
OTU_2435	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	25	0	0	0	0
OTU_2436	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	40	0	0	0
OTU_2437	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	2	0	0	0	0	0
OTU_2438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0
OTU_2439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
OTU_2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
OTU_2441	62	99	1	38	130	136	0	72	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2442	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2443	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2444	0	3	0	1	0	0	0	2	1	1	0	4	0	0	0	0	42	0	0	0	0	0	2	0
OTU_2445	0	32	0	26	0	10	0	0	40	0	0	51	0	0	0	2	208	1	0	0	0	0	183	0
OTU_2446	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2447	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
OTU_2448	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0
OTU_2449	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2450	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2451	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2452	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2453	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2454	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
OTU_2455	0	0	0	0	0	7	0	0	0	0	0	16	0	8	0	5	0	0	0	0	0	1	0	0
OTU_2456	0	0	0	0	0	8	0	0	7	0	0	7	0	0	0	0	24	0	0	0	0	0	1	0
OTU_2457	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0
OTU_2458	0	0	0	0	0	0	23	0	0	0	0	0	0	20	0	0	0	0	0	0	1	11	0	0
OTU_2459	0	0	0	0	0	0	8	0	0	0	1	0	2	10	1	0	0	1	0	2	2	4	0	0
OTU_2460	0	0	0	0	0	0	7	0	0	1	0	0	17	18	1	0	0	10	1	0	0	4	0	0
OTU_2461	0	0	0	0	0	0	4	0	0	0	0	0	1	16	0	0	0	0	0	0	17	0	0	0
OTU_2462	0	0	0	0	0	0	5	0	0	2	0	0	20	0	1	0	0	0	0	0	0	0	1	0
OTU_2463	0	0	0	0	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2464	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2465	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2466	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0
OTU_2467	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0
OTU_2468	0	0	0	0	0	0	0	0	0	11	4	0	1	4	2	0	0	5	9	2	0	3	0	0
OTU_2469	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	25	1	0	0	0	0
OTU_2470	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	24	0	0	0	0	0	0
OTU_2471	0	0	0	0	0	0	6	0	0	0	57	1	0	0	1	0	0	2	0	1	36	0	0	0
OTU_2472	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	17	0	15	0	0	10	8	0	0
OTU_2473	0	2	1	0	0	0	0	0	1	1	83	3	0	0	0	0	0	0	4	0	0	2	1	0
OTU_2474	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2475	0	0	0	0	0	0	0	0	0	0	0	0	24	0	16	0	0	0	0	0	2	0	0	0
OTU_2476	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	18	8	0	0	0
OTU_2477	0	0	0	0	0	0	2	0	0	0	0	0	0	36	3	0	0	0	0	0	0	0	0	0
OTU_2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	1	0	0	0	0
OTU_2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
OTU_2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	22	0	0
OTU_2481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
OTU_2482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
OTU_2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
OTU_2484	40	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2485	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2486	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2487	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2488	1	23	1	12	0	23	3	22	68	16	12	28	15	6	10	12	25	4	22	10	0	5	15	0
OTU_2489	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2490	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2491	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2492	0	0	0	1	4	29	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2493	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2494	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2495	0	0	0	0	0	21	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2496	0	0	0	0	0	30	0	10	0	0	0	1	0	0	0	6	7	0	0	0	0	0	7	0
OTU_2497	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2498	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2499	0	0	0	0	0	0	6	0	0	0	0	0	0	8	2	0	0	0	0	7	0	0	0	0
OTU_2500	0	0	0	0	0	0	71	0	0	0	0	0	2	2	9	0	0	0	0	0	5	0	0	0
OTU_2501	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	21	0	10	0	0	0	0
OTU_2502	0	0	0	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2503	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
OTU_2504	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2505	0	0	0	0	0	0	0	1	0	31	0	2	0	0	1	0	0	3	2	0	0	0	1	0
OTU_2506	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2507	0	0	0	0	0	0	0	0	4	0	2	0	2	6	4	16	17	9	30	9	0	13	2	0
OTU_2508	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	31	0
OTU_2509	0	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	4	0
OTU_2510	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	7	0	0	0	0	0
OTU_2511	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	12	0	0
OTU_2512	0	0	0	0	0	0	0	0	0	39	21	0	0	0	0	0	0	17	0	0	0	0	0	0
OTU_2513	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2514	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	28	0	0	0
OTU_2515	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	253	0	7	4	0	0	0
OTU_2516	0	0	0	0	0	7	0	0	0	0	0	0	0	22	0	0	0	0	4	0	0	0	0	0
OTU_2517	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	10	0	0	0	0
OTU_2518	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
OTU_2519	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	21	4	0	0	0
OTU_2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
OTU_2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
OTU_2522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
OTU_2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	38	0	0	0
OTU_2524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	26	0	0	0	0	0
OTU_2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
OTU_2526	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2527	7	0	39	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2528	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
OTU_2529	0	4	0	7	0	16	6	9	25	4	8	17	12	13	12	4	2	7	12	21	13	3	12	0
OTU_2530	0	0	95	0	12	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_2531	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2532	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
OTU_2533	0	2	48	1	0	9	0	94	11	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
OTU_2534	0	2	0	2	0	2	0	1	1	0	0	3	1	2	9	1	0	0	0	3	0	0	3	0
OTU_2535	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2536	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2537	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2538	0	13	0	0	24	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_2539	0	0	0	0	0	19	0	3	0	0	1	0	0	5	0	0	0	4	0	6	0	11	0	0
OTU_2540	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
OTU_2541	0	0	0	0	0	12	6	0	0	5	0	0	5	0	2	0	0	0	0	2	0	0	0	0
OTU_2542	0	0	0	0	0	30	0	0	1	0	0	0	0	3	0	12	0	0	0	0	0	0	3	0
OTU_2543	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2544	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2545	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0
OTU_2546	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2547	0	0	0	0	3	0	9	0	0	0	4	0	0	1	10	7	0	7	3	1	6	5	2	0
OTU_2548	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_2549	0	0	0	0	0	0	3	0	0	0	0	0	2	20	5	4	0	0	0	0	0	0	0	0
OTU_2550	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	7	3	0	0	0
OTU_2551	0	0	0	0	0	0	2	0	0	0	0	0	22	11	12	0	0	3	0	21	12	5	0	0
OTU_2552	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2553	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2554	0	0	0	0	0	0	0	0	8	0	7	0	5	3	6	18	19	7	34	13	2	15	2	0
OTU_2555	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
OTU_2556	0	0	0	0	0	0	0	0	15	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0
OTU_2557	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_2558	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	29	0	0	0	0
OTU_2559	0	0	0	0	0	0	5	0	0	7	23	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2560	0	0	0	0	0	0	0	0	0	2	0	0	1	9	6	0	21	0	0	0	0	0	0	0
OTU_2561	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2562	0	0	0	0	0	0	3	0	0	0	21	0	0	0	0	0	0	0	14	0	0	0	0	0
OTU_2563	0	0	0	0	0	0	12	0	0	2	6	0	0	0	3	0	0	1	11	1	0	11	0	0
OTU_2564	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2565	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2566	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	16	0
OTU_2567	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	0	0	0	0	0	0	0	0
OTU_2568	0	0	0	0	0	0	0	0	0	0	0	0	5	33	0	0	0	0	0	1	4	0	0	0
OTU_2569	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	9	1	0	0
OTU_2570	0	0	0	0	0	0	0	0	0	0	0	0	4	8	4	0	0	0	0	1	7	0	0	0
OTU_2571	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
OTU_2572	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0
OTU_2573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	16	0	0	0
OTU_2574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0
OTU_2575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	7	0
OTU_2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	4	0
OTU_2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0
OTU_2578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
OTU_2579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
OTU_2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
OTU_2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
OTU_2582	71	122	1	51	104	146	0	84	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2583	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2584	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2585	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2586	0	28	0	0	0	0	0	0	12	0	0	12	0	0	0	0	81	0	0	0	0	0	78	0
OTU_2587	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2588	0	1	0	0	0	0	0	0	0	33	5	0	15	8	0	1	0	11	18	0	2	12	0	0
OTU_2589	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2590	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2591	0	0	28	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
OTU_2592	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_2593	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2595	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2596	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_2597	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0
OTU_2598	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2599	0	0	0	0	0	0	21	3	0	3	1	0	3	3	6	0	0	0	6	3	1	3	1	0
OTU_2600	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2601	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0
OTU_2602	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	2	5	0	0	0
OTU_2603	0	0	0	0	0	0	20	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
OTU_2604	0	0	0	0	0	0	10	0	0	0	0	0	0	0	19	0	0	0	0	5	0	0	0	0
OTU_2605	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	21	0	0	1	0	0	0
OTU_2606	0	0	0	0	0	0	4	0	0	0	0	0	4	2	0	7	0	0	0	10	0	0	0	0
OTU_2607	0	0	0	0	0	0	2	0	0	0	0	0	21	0	0	0	0	0	0	0	4	0	0	0
OTU_2608	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2609	0	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2610	0	0	0	0	0	0	0	0	2	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2611	0	1	0	0	0	0	0	0	0	59	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_2612	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2613	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2614	0	0	0	0	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_2615	0	0	0	0	0	0	0	0	0	0	38	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_2616	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2617	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2618	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	3	0	7	1	5	4	0
OTU_2619	0	0	0	0	0	0	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	0
OTU_2620	0	0	0	0	0	0	2	0	0	7	2	0	26	6	3	2	0	24	13	1	8	9	0	0
OTU_2621	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	0	0	0	2	0	14	0	0	0
OTU_2622	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	49	0	3	0	0	0	0
OTU_2623	0	0	0	0	0	0	0	0	0	0	1	0	2	32	4	0	0	0	0	1	0	0	0	0
OTU_2624	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
OTU_2625	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	0	0	1	0	0	0	0	0	0
OTU_2626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
OTU_2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
OTU_2628	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	0	0	0	0	0	2	0
OTU_2629	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	310	0	0	0	0	0	0	0	0
OTU_2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	10	0
OTU_2631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	23	0
OTU_2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	8	0
OTU_2633	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	22	0	3	0	0	0	0
OTU_2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
OTU_2635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
OTU_2636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
OTU_2637	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2638	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2639	0	12	0	0	0	9	0	0	7	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0
OTU_2640	0	3	0	42	47	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	64	0
OTU_2641	0	53	0	21	120	33	0	2	14	0	0	16	0	0	0	0	7	0	0	0	0	0	2	0
OTU_2642	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2643	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2645	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2646	0	0	0	0	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2647	0	0	0	0	1	0	0	0	0	0	0	0	12	5	1	0	0	0	0	5	14	0	0	0
OTU_2648	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2649	0	0	0	0	0	41	0	0	3	1	16	0	2	3	0	3	1	0	0	4	0	0	1	0
OTU_2650	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2651	0	0	0	0	3	12	0	1	32	0	0	9	0	0	0	0	37	0	0	0	0	0	1	0
OTU_2652	13	0	0	0	0	17	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2653	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2654	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2655	0	0	0	0	0	0	8	0	0	0	0	0	0	1	9	0	0	1	0	0	0	3	0	0
OTU_2656	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
OTU_2657	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
OTU_2658	0	0	0	0	0	0	9	0	0	0	39	0	2	0	0	0	0	0	0	5	0	3	0	0
OTU_2659	0	0	0	0	0	0	1	0	0	1	0	0	5	3	1	0	0	2	0	1	19	1	0	0
OTU_2660	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2661	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
